year,make,model,trim,type,damage,price,odometer,lot,vin,date,location,state,source,auction,url
2015,Bmw,3 Series,Xigt,S1,Front End,0,0 mi,97174535,,2026-04-21,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2015,Infiniti,Q50,Premium,S2,Front End,0,48836 mi,95918625,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2020,Nissan,Altima,Sr,S1,Front End,0,110091 mi,95359685,,2026-04-23,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2019,Mercedes-Benz,Gls-Class,450 4Matic,S1,Front End,0,72979 mi,95176645,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2018,Tesla,Model 3,,S1,All Over,0,134867 mi,91004455,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2019,Niss,Kicks,S,S1,Rear End,0,113905 mi,83961005,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2017,Kia,Soul,,S1,Front End,0,76435 mi,82305345,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2022,Honda,Civic,Lx,Nt,Minor Dent/Scratches,0,65537 mi,79960285,,2026-04-14,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2015,Buick,Lacrosse,,S2,Front End,0,112491 mi,79902925,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2016,Ford,Transit,T-150,S2,All Over,0,135582 mi,79824815,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2017,Nissan,Altima,2.5 S,S1,Undercarriage,0,70019 mi,79837085,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2021,Husk,Compressor,Unknown,Nt,All Over,0,0 mi,79685655,,2026-04-23,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2019,Mitsubishi,Outlander,Se,S1,Front End,0,80373 mi,79713765,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2021,Hyundai,Elantra,Limited,S1,Front End,0,63656 mi,79569935,,2026-04-21,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2024,Chevrolet,Equinox,Lt,S1,Front End,0,47076 mi,79535305,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2017,Honda,Civic,Ex,S1,Rear End,0,119440 mi,79364385,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2025,Honda,Accord,Se,S1,All Over,0,31993 mi,79275465,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2023,Hyundai,Elantra,Sel,S1,Front End,0,28733 mi,79277825,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2019,Nissan,Sentra,S,S1,Front End,0,75496 mi,79257455,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2015,Subaru,Legacy,2.5I Premium,S1,Front End,0,115945 mi,79265155,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2022,Volkswagen,Jetta,Se,S1,Front End,0,26809 mi,79238635,,2026-04-21,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2020,Honda,Accord,Sport,S1,Front End,0,59168 mi,79073525,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2020,Chevrolet,Malibu,Ls,S1,Stripped,0,121010 mi,79050615,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2014,Toyota,Tacoma,Prerunner V6,S2,Front End,0,109087 mi,78904025,,2026-04-21,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2022,Hyundai,Kona,N Line,S1,Rear End,0,23418 mi,78857125,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2020,Honda,Crv,Ex,S1,Rear End,0,27500 mi,78807225,,2026-04-21,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2017,Niss,Rogue,S,S1,Front End,0,126329 mi,78694085,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2017,Toyota,Prius V,Three,S1,Side,0,137565 mi,78628605,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2023,Subaru,Solterra P,Premium,S1,Front End,0,76363 mi,78592765,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2020,Kia,Forte,Lxs,S1,Vandalism,0,98876 mi,78524055,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2016,Ford,Fiesta,St,S1,Front End,0,139543 mi,78467325,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2018,Honda,Accord,,S1,Front End,0,73425 mi,78491595,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2013,Mercedes-Benz,C,300 4Matic,S1,Front End,0,81714 mi,78424405,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2025,Honda,Hr-V,Lx,S1,Front End,0,7141 mi,78440745,,2026-04-21,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2022,Tesla,Model 3,,S2,Side,0,43179 mi,78358005,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2021,Buick,Enclave,Essence,S1,Front End,0,59400 mi,78255045,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2017,Acura,Ilx,Premium,S1,Front End,0,148050 mi,77869055,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2019,Ford,All Models,,Nt,Front End,0,0 mi,77779995,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2022,Audi,S5/Rs5,Prestige,S2,Front End,0,29441 mi,77683355,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2021,Honda,Accord,Exl,S1,Front End,0,65583 mi,77646545,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2017,Nissan,Rogue Sport,S,S1,Front End,0,129980 mi,77546455,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2016,Hyundai,Sonata,Se,S1,Front End,0,86030 mi,77492515,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2017,Chrysler,Pacifica,Ehybrid Platinum,S1,All Over,0,86198 mi,77384755,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2020,Infiniti,Qx60,Luxe,S1,Rear End,0,115676 mi,77273135,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2022,Dodge,Charger,Srt Hellcat,Nt,Stripped,0,0 mi,77095535,,2026-04-16,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2015,Lexus,Es350,350,S1,Front End,0,116393 mi,77091015,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2019,Niss,Rogue,S,S1,Side,0,95244 mi,77082595,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2021,Toyota,C-Hr,Xle,S1,Front End,0,66061 mi,77004295,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2021,Volkswagen,Tiguan,Se,S1,Front End,0,69037 mi,76999795,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2018,Chevrolet,Traverse,Lt,S1,Stripped,0,129438 mi,76908025,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2024,Subaru,Crosstrek,Limited,S1,Front End,0,30973 mi,76864255,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2025,Hyundai,Elantra,Limited,S1,Front End,0,7146 mi,76805085,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2012,Ford,F-150,Supercrew,S1,Mechanical,0,174069 mi,76727605,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2023,Toyota,Corolla Cr,Le,S1,Front End,0,6543 mi,76535655,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2017,Nissan,Titan,Sv,S1,Front End,0,134600 mi,76399705,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2015,Toyota,Prius V,Three,S1,Rear End,0,119944 mi,76220985,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2025,Chevrolet,Trax,1Lt,S1,Rollover,0,0 mi,76248445,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2014,Bmw,7 Series,Lxi,S1,Burn,0,0 mi,76112025,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2020,Hyundai,All Other,,S1,Front End,0,65027 mi,76154315,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2019,Honda,Hr-V,Ex,S1,Front End,0,94963 mi,76043485,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2014,Chevrolet,Caprice,Police,S1,All Over,0,0 mi,75984065,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2024,Chevrolet,Suburban,K1500 Rst,S1,Front End,0,51977 mi,75961485,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2012,Mercedes-Benz,Glk-Class,350 4Matic,S1,Front End,0,120588 mi,75821905,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2016,Toyota,Prius,,S1,Front End,0,222641 mi,75864435,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2020,Chevrolet,Equinox,Lt,S1,Front End,0,134018 mi,75404195,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2023,Tesla,Model Y,,S2,Front End,0,75793 mi,75173715,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2021,Jeep,Wrangler,Sport,S1,Front End,0,45205 mi,74657125,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2016,Nissan,Altima,2.5,S1,Front End,0,126246 mi,74630785,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2020,Acura,Tlx,,S1,Front End,0,72603 mi,74488735,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2025,Honda,Hr-V,Exl,S1,Front End,0,12886 mi,73857995,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2025,Toyota,Camry,Xse,S2,Front End,0,28171 mi,73453805,,2026-04-21,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2024,Honda,Civic,Touring,S1,All Over,0,29248 mi,73112565,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2021,Kia,K5,Gt Line,S1,Rear End,0,46757 mi,73086245,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2023,Ford,Mustang,Premium,S1,Undercarriage,0,0 mi,72713645,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2021,Toyota,Highlander,Xle,S1,Rear End,0,245071 mi,72321575,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2026,Nissan,Kicks,S,S2,Front End,0,376 mi,72254655,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2024,Toyota,Grand High,Xle,S1,Front End,0,19876 mi,68692845,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2021,Gmc,Acadia Den,Denali,S1,Rear End,0,41309 mi,67732035,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2016,Nissan,Altima,2.5,S1,Rear End,0,158862 mi,67850415,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2017,Hyundai,Accent,Se,S2,Front End,0,149939 mi,58478135,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2022,Tesla,Model Y,,S1,Front End,0,60715 mi,66916535,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2024,Honda,Civic,Sport,S2,Rear End,0,45465 mi,85296915,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2014,Infiniti,Qx60,,Pp,Side,0,189409 mi,67902695,,2026-04-14,Qc - Montreal,QC,Rebrowser-Copart,COPART,
2023,Chev,Corvette,Stingray 3Lt,Ct,Vandalism,0,14522 mi,87001484,,2026-04-27,Co - Denver South,CO,Rebrowser-Copart,COPART,
2022,Toyota,Corolla,Le,Sc,Side,0,81966 mi,70895585,,2026-04-13,Mo - Sikeston,MO,Rebrowser-Copart,COPART,
2022,Freigliner,All Other,,Vd,Burn,0,0 mi,44413465,,,Fl - Tallahassee,FL,Rebrowser-Copart,COPART,
2017,Kia,Optima,Lx,St,Rear End,0,122214 mi,55328305,,2026-04-09,Nm - Albuquerque,NM,Rebrowser-Copart,COPART,
2017,Ram,1500,St,St,Front End,0,191180 mi,96878275,,2026-04-22,Ia - Cedar Rapids,IA,Rebrowser-Copart,COPART,
2020,Ford,Edge,Titanium,St,Side,0,62886 mi,79948465,,,Ia - Cedar Rapids,IA,Rebrowser-Copart,COPART,
2018,Chevrolet,Trax,1Lt,Sv,Front End,0,104874 mi,78827885,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2025,Subaru,Outback,Touring,St,Top/Roof,0,4628 mi,78705015,,,Ia - Cedar Rapids,IA,Rebrowser-Copart,COPART,
2023,Toyota,Tacoma,Double Cab,St,Front End,0,44224 mi,75566325,,,Ia - Cedar Rapids,IA,Rebrowser-Copart,COPART,
2024,Subaru,Crosstrek,Premium,St,Front End,0,27943 mi,73993505,,,Ia - Cedar Rapids,IA,Rebrowser-Copart,COPART,
2023,Polaris,Sidebyside,,Ra,Rear End,0,911 mi,63416715,,2026-04-16,Crashedtoys Powersport Auction,IA,Rebrowser-Copart,COPART,
2012,Chevrolet,Cruze,Lt,Ct,Minor Dent/Scratches,0,93280 mi,49152276,,2026-04-15,Ia - Cedar Rapids,IA,Rebrowser-Copart,COPART,
2012,Chevrolet,Cruze,Lt,Px,Minor Dent/Scratches,0,141919 mi,49143276,,2026-04-22,Ia - Cedar Rapids,IA,Rebrowser-Copart,COPART,
2012,Toyota,Tundra,Grade,St,Front End,0,183160 mi,48444246,,2026-04-22,Ia - Cedar Rapids,IA,Rebrowser-Copart,COPART,
2026,Chevrolet,Silverado,K1500 Rst,Ct,Front End,0,8499 mi,48924286,,2026-04-08,Rental Vehicle Sale,IA,Rebrowser-Copart,COPART,
2020,Subaru,Wrx,Premium,St,Hail,0,95651 mi,48306266,,,Ia - Cedar Rapids,IA,Rebrowser-Copart,COPART,
2021,Jeep,Grand Cher,Limited,St,Front End,0,68385 mi,47973796,,,Ia - Cedar Rapids,IA,Rebrowser-Copart,COPART,
2012,Toyota,Camry,Xle,St,Front End,0,225456 mi,46568016,,2026-04-22,Ia - Cedar Rapids,IA,Rebrowser-Copart,COPART,
2013,Dodge,Avenger,Se,St,Front End,0,158835 mi,46020426,,,Ia - Cedar Rapids,IA,Rebrowser-Copart,COPART,
2022,Kia,K5,,St,Front End,0,67918 mi,75452665,,,Sd - Rapid City,SD,Rebrowser-Copart,COPART,
2021,Ram,3500,Tradesman,St,Front End,0,0 mi,47357416,,,Sd - Rapid City,SD,Rebrowser-Copart,COPART,
2016,Bmw,X3,Xdrive28I,Rs,Side,0,100048 mi,48014096,,,Sd - Rapid City,SD,Rebrowser-Copart,COPART,
2014,Bmw,5 Series,Xi,Ct,Normal Wear,0,118442 mi,47587656,,2026-04-21,Sd - Rapid City,SD,Rebrowser-Copart,COPART,
2014,Subaru,Forester,2.5I,St,Front End,0,89687 mi,45751686,,,Sd - Rapid City,SD,Rebrowser-Copart,COPART,
2024,Mitsubishi,Mirage,G4 Es,St,Front End,0,0 mi,92804415,,,Vt - Rutland,VT,Rebrowser-Copart,COPART,
2014,Toyota,All Models,V6,St,Front End,0,158218 mi,79751805,,,Vt - Rutland,VT,Rebrowser-Copart,COPART,
2019,Ford,Ranger,Xl,St,Front End,0,133829 mi,79712865,,,Vt - Rutland,VT,Rebrowser-Copart,COPART,
2013,Nissan,Rogue,S,Po,Mechanical,0,91937 mi,76967525,,2026-04-13,Vt - Rutland,VT,Rebrowser-Copart,COPART,
2022,Mazda,Cx-5,,Po,Front End,0,31666 mi,73924565,,2026-04-13,Vt - Rutland,VT,Rebrowser-Copart,COPART,
2013,Hyundai,Elantra,Base,St,Rear End,0,100746 mi,47175756,,,Vt - Rutland,VT,Rebrowser-Copart,COPART,
2025,Chevrolet,Equinox,Lt,St,Rear End,0,18825 mi,45990016,,,Vt - Rutland,VT,Rebrowser-Copart,COPART,
2018,Bmw,X3,Xdrive30I,St,Front End,0,118852 mi,41993866,,,Vt - Rutland,VT,Rebrowser-Copart,COPART,
2014,Chevrolet,Cruze,,Sv,Front End,0,131475 mi,99762655,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2023,Chevrolet,Equinox,Rs,Sv,Front End,0,55567 mi,99079505,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2014,Ford,Escape,Se,Sv,Front End,0,154615 mi,97351885,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2015,Toyota,4Runner,,Sv,Front End,0,187213 mi,91423855,,2026-04-16,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2016,Mazda,Cx-5,Gt,Sv,Front End,0,95089 mi,79792895,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2021,Ram,3500,Laramie,Sv,Front End,0,137405 mi,79832355,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2015,Ford,F150,Supercrew,Sv,Front End,0,202429 mi,79666335,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2016,Gmc,Sierra,C1500 Sle,Sv,Front End,0,106493 mi,79484655,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2022,Honda,Civic,Sport,Sv,Rear End,0,67504 mi,79476415,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2026,Toyota,Camry,Se,Sv,Side,0,10542 mi,79469205,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2022,Chevrolet,Silverado,K1500 Trail Boss Custom,Sv,Side,0,76232 mi,79463625,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2018,Mercedes-Benz,C,300,Sv,Side,0,87296 mi,79320455,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2016,Gmc,Sierra,C1500 Sle,Sv,Front End,0,84135 mi,79268625,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2025,Toyota,Camry,Se,Sv,Front End,0,32392 mi,79120675,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2016,Bmw,4 Series,I Gran Coupe Sulev,Sv,Front End,0,126063 mi,78999555,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2018,Tesla,Model 3,,Sv,Rear End,0,113784 mi,78960885,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2019,Jeep,Wrangler Unlimited,Sahara,Sv,Undercarriage,0,123150 mi,78779415,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2025,Honda,Hr-V,Lx,Sv,Rear End,0,20666 mi,78502865,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2022,Subaru,Crosstrek,Limited,Sv,Side,0,57729 mi,78455585,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2021,Tesla,Model Y,,Sv,Front End,0,42951 mi,78431655,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2018,Toyota,Tacoma,,Sv,Front End,0,61257 mi,78318085,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2024,Nissan,Leaf,Sv Plus,Sv,Front End,0,35455 mi,78208295,,2026-04-16,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2016,Ford,F-150,Supercrew,Sv,Side,0,148711 mi,78119355,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2024,Ford,Escape St,St Line,Sv,Rear End,0,16115 mi,78155845,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2017,Nissan,Rogue,S,Sv,Front End,0,91918 mi,78126845,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2026,Tesla,Model Y,,Sv,Side,0,1828 mi,77940715,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2025,Bmw,M4,Competition,Sv,All Over,0,0 mi,77829985,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2019,Chevrolet,Trax,1Lt,Sv,Front End,0,49582 mi,77705995,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2025,Toyota,Camry,,Sv,Rear End,0,13282 mi,77609815,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2022,Kia,Rio,Lx,Sv,Front End,0,83836 mi,77474795,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2018,Toyota,Camry,L,Sv,Front End,0,258625 mi,77116615,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2017,Toyota,Camry,Le,Sv,Side,0,185034 mi,76834585,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2024,Hyundai,Palisade,,Sv,Rear End,0,35843 mi,76238295,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2022,Ford,Ranger,Xl,Sv,Rear End,0,96164 mi,76022775,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2022,Chevrolet,All Models,C1500 Custom,Sv,Front End,0,84100 mi,75911495,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2021,Niss,Titan,,Sv,All Over,0,0 mi,75866765,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2017,Cadillac,Xts,Luxury,Sv,Side,0,79460 mi,75661385,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2015,Jeep,Patriot,,Ct,Front End,0,146444 mi,75554535,,,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2021,Polestar,2,,Sv,Front End,0,32204 mi,75305775,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2013,Ford,F-150,Supercrew,Sv,Side,0,154752 mi,73940845,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2013,Ford,Escape,Titanium,Sv,Front End,0,119377 mi,73557835,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2021,Kia,Forte,Fe,Sv,Front End,0,0 mi,73543495,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2023,Hyundai,Elantra,Limited,Sv,Rear End,0,47888 mi,72487545,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2016,Ram,All Models,St,Ct,Side,0,144709 mi,49145946,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2018,Nissan,Kicks,Sv,Sv,Front End,0,89823 mi,49123986,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2016,Hyundai,Elantra,Base,Ct,Mechanical,0,153581 mi,49164426,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2013,Chevrolet,Captiva,Ltz,Sv,Front End,0,181695 mi,48778196,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2013,Chevrolet,Equinox,Lt,Sv,Front End,0,187867 mi,48623566,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2020,Toyota,Camry,Le,Sv,Front End,0,69594 mi,48617906,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2016,Hyundai,Veloster,Base,Sv,Rear End,0,83657 mi,48634206,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2020,Buick,Envision,Preferred,Sv,Front End,0,99949 mi,48678876,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2016,Lexus,Ct 200H Ba,Base,Sv,Front End,0,100782 mi,48774426,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2020,Lexus,Rx350,,Sv,Rear End,0,81008 mi,48562166,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2017,Mitsubishi,Outlander,Se,Sv,Front End,0,135821 mi,48451906,,,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2019,Volvo,Xc90,T5 Momentum,Sv,Front End,0,111472 mi,48510716,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2019,Toyota,Camry,Se,Sv,Side,0,65042 mi,48446896,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2017,Acura,Rdx,Technology,Sv,Front End,0,76427 mi,48019936,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2022,Ram,2500,Tradesman,Sv,Front End,0,197689 mi,48134406,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2015,Volkswagen,Gti,,Sv,Front End,0,109390 mi,48129226,,,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2021,Ram,1500,Laramie,Sv,Front End,0,75402 mi,48087406,,,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2016,Honda,Pilot,Exl,Sv,Front End,0,99349 mi,48014316,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2012,Toyota,Sienna,,Sv,Side,0,26238 mi,47781136,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2021,Kia,Telluride,Sx,Sv,Undercarriage,0,99851 mi,47823816,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2013,Toyota,Rav4,Limited,Sv,Rear End,0,98719 mi,47651686,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2018,Hyundai,Sonata,Se,Sv,Vandalism,0,91705 mi,47397966,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2019,Hyundai,Tucson,Sel,Sv,Front End,0,144897 mi,47348866,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2019,Gmc,Terrain,Slt,Nx,Burn,0,0 mi,47252676,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2015,Ram,1500,St,Sv,Front End,0,230075 mi,47193736,,2026-04-16,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2015,Ford,Taurus,Police Interceptor,Sv,Side,0,209376 mi,47168456,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2018,Chevrolet,Camaro,Ss,Sv,Front End,0,27920 mi,47114966,,2026-04-16,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2020,Nissan,Altima,2.5 Sr,Sv,Rear End,0,47272 mi,46895166,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2023,Ford,Maverick,Xl,Sv,Partial Repair,0,0 mi,46889806,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2016,Chevrolet,Cruze,Lt,Sv,Front End,0,152326 mi,46892906,,2026-04-16,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2021,Nissan,Sentra,Sv,Sv,Front End,0,102922 mi,46948906,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2022,Chevrolet,Malibu,Lt,Sv,Rear End,0,70182 mi,46913046,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2022,Subaru,Crosstrek,Limited,Sv,Rear End,0,55084 mi,46847836,,2026-04-16,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2019,Honda,Pilot,Exl,Sv,Front End,0,136376 mi,46613296,,2026-04-23,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2020,Mazda,Cx-9,Touring,Sv,Rear End,0,49340 mi,46560886,,2026-04-16,Tx - North Austin,TX,Rebrowser-Copart,COPART,
2024,Nissan,Armada,Sv,Sv,Rollover,0,0 mi,46537856,,2026-04-09,Tx - North Austin,TX,Rebrowser-Copart,COPART,
